Namespace,Location,Name,Type,Source
Global,614814,gmo_chk_free,Function,Analysis
Global,00604d14,psp_flash_pos_set,Function,Analysis
Global,0057904c,"formatHelper<char_const(&)[15]\,char_const(&)[63]\,int>",Function,Analysis
Global,00620cbc,gim_tex_addr_set,Function,Analysis
Global,615664,light_enabled,Function,Analysis
Global,00603a58,psp_flash_all_free,Function,Analysis
Global,0054ec28,"formatHelper<char_const(&)[28]\,char_const(&)[69]\,int>",Function,Analysis
Global,628554,"formatHelper<char_const(&)[24]\,char_const(&)[33]\,int>",Function,Analysis
Global,005f8cc0,distance_point_line,Function,Analysis
Global,00615aac,psp_malloc_init,Function,Analysis
Global,005fcffc,get_game_language,Function,Analysis
Global,004ec8dc,"formatHelper<int\,DR2::_dr2_se_bank>",Function,Analysis
Global,00625a70,sprite_3d_group_set,Function,Analysis
Global,597754,"formatHelper<char_const(&)[19]\,char_const(&)[58]\,int>",Function,Analysis
Global,00603f28,psp_flash_get_texno,Function,Analysis
Global,003e75f0,"formatHelper<int&\,int&\,int&\,int&>",Function,Analysis
Global,006119c4,font_map_area_clear,Function,Analysis
Global,0062c994,sceGumMultMatrix,Function,Analysis
Global,0062c2f4,sceGmoSetProjectionAlphaType,Function,Analysis
Global,006177f0,touch_tm,Function,Analysis
Global,0060ce94,psp_flash_label_name_get,Function,Analysis
Global,003e5858,"formatHelper<unsigned_char&\,unsigned_char&\,unsigned_char&\,unsigned_char&>",Function,Analysis
Global,003e7944,"formatHelper<unsigned_short&\,unsigned_short&\,unsigned_short&>",Function,Analysis
Global,00620e90,bmp_file_load,Function,Analysis
Global,0062731c,tex_clear,Function,Analysis
Global,006295ac,vita_trophy_init,Function,Analysis
Global,00616a44,overlay_alpha_set,Function,Analysis
Global,0061bd98,sound_adx_se_acb_free,Function,Analysis
Global,00621fe8,sprite_flag_clear,Function,Analysis
Global,006088d4,psp_flash_sprite_change_color,Function,Analysis
Global,624740,sprite_offscreen,Function,Analysis
Global,00601a9c,file_get_filename,Function,Analysis
Global,610504,font_c_clear,Function,Analysis
Global,498358,"formatHelper<char_const(&)[51]\,char_const(&)[35]\,int>",Function,Analysis
Global,007c9794,hs_font_free,Function,Analysis
Global,600754,file_load,Function,Analysis
Global,005f5df0,genrand_real2,Function,Analysis
Global,007c8108,font_num_draw_double_slash,Function,Analysis
Global,005fa6a4,collision_mesh_get,Function,Analysis
Global,0055e6d0,"formatHelper<char_const(&)[64]\,int>",Function,Analysis
Global,005964b0,"formatHelper<char_const(&)[7]\,char_const(&)[58]\,int>",Function,Analysis
Global,00615fb8,psp_malloc64,Function,Analysis
Global,627740,set_sprite_polygon,Function,Analysis
Global,602428,psp_flash_addr_load,Function,Analysis
Global,005306a0,formatHelper<unsigned_char*>,Function,Analysis
Global,005fea88,time_wait,Function,Analysis
Global,614574,gmo_unload_frame,Function,Analysis
Global,00604d8c,psp_flash_alpha_set,Function,Analysis
Global,0060d69c,"formatHelper<char_const(&)[15]\,char_const(&)[35]\,int>",Function,Analysis
Global,00497cb8,"formatHelper<char_const(&)[35]\,int>",Function,Analysis
Global,005f7c98,buller_zoom_start,Function,Analysis
Global,00512bb4,"formatHelper<int&\,float&\,float&>",Function,Analysis
Global,004a237c,"formatHelper<unsigned_char&\,short&>",Function,Analysis
Global,004dd98c,"formatHelper<int&\,short&\,short&\,short&>",Function,Analysis
Global,00608ccc,psp_flash_sprite_change_right_flag,Function,Analysis
Global,0062c018,sceGmoModelCloseMemoryCluster2,Function,Analysis
Global,005f80d8,vec_rot_zyx,Function,Analysis
Global,005fcb2c,gxm_init_dll,Function,Analysis
Global,0061f238,sound_adx_se_pause,Function,Analysis
Global,00620cc4,gim_tex_format_get,Function,Analysis
Global,629570,vertexBuffFree,Function,Analysis
Global,0061c6d8,sound_adx_bgm_sample_get,Function,Analysis
Global,007c7e44,font_draw,Function,Analysis
Global,0062c758,sceGumRotateY,Function,Analysis
Global,0059d494,"formatHelper<char_const(&)[18]\,char_const(&)[44]\,int>",Function,Analysis
Global,004753a8,"formatHelper<float&\,float&>",Function,Analysis
Global,007cb894,operator.new[],Function,Analysis
Global,00615fb0,psp_malloc16_type,Function,Analysis
Global,00624ed4,poly_easy_set,Function,Analysis
Global,0056ebe4,"formatHelper<short&\,long>",Function,Analysis
Global,560208,"formatHelper<char_const(&)[19]\,char_const(&)[80]\,int>",Function,Analysis
Global,616924,psp_movie_capture_off,Function,Analysis
Global,00615c20,psp_malloc_reinit_game_memory,Function,Analysis
Global,617560,pad_yf_cross,Function,Analysis
Global,0056ef20,formatHelper<long>,Function,Analysis
Global,005ff4a4,fade_capture_set,Function,Analysis
Global,005f9be8,camera_sub_control,Function,Analysis
Global,627578,set_billboard_3d_interface,Function,Analysis
Global,005ef894,update_ag_savedata_dialog,Function,Analysis
Global,0061f01c,sound_adx_se_all_stop,Function,Analysis
Global,0048f788,"formatHelper<char_const(&)[39]\,int>",Function,Analysis
Global,007c9810,hs_font_dot_check,Function,Analysis
Global,00620c78,gim_tex_make_nonload,Function,Analysis
Global,005f7d34,mat_local2world,Function,Analysis
Global,006290cc,init_savedata_dialog,Function,Analysis
Global,004ef2a8,formatHelper<DR2::_dr2_se_bank_no_other>,Function,Analysis
Global,005fef44,psp_begin_scene_hdr,Function,Analysis
Global,005fecdc,dstrlen_w,Function,Analysis
Global,00604ba8,psp_flash_label_jump,Function,Analysis
Global,005d7c44,"formatHelper<char_const(&)[19]\,char_const(&)[51]\,int>",Function,Analysis
Global,0060eb0c,fog_color_set,Function,Analysis
Global,007c984c,font_type_get,Function,Analysis
Global,005fefc8,psp_hdr_color_get,Function,Analysis
Global,005f7d08,buller_pri_set,Function,Analysis
Global,006276c0,set_sprite_fullscreen,Function,Analysis
Global,003ab7ac,formatHelper<int&>,Function,Analysis
Global,005f08ec,setLanguage,Function,Analysis
Global,005f776c,buller_init,Function,Analysis
Global,005f1624,busy_screen_init,Function,Analysis
Global,007c8c80,font_float_basic_draw,Function,Analysis
Global,00619b80,sound_adx_sync,Function,Analysis
Global,00604b80,psp_flash_set_pri_mode,Function,Analysis
Global,00620c80,gim_tex_addr_get,Function,Analysis
Global,004c26ac,"formatHelper<unsigned_short&\,short&>",Function,Analysis
Global,003c9b60,"formatHelper<unsigned_int&\,unsigned_int&\,unsigned_long_long&>",Function,Analysis
Global,0062c2e8,sceGmoGetProjectionAlpha,Function,Analysis
Global,005ef350,operator==,Function,Analysis
Global,005f5f94,rot2posf_y,Function,Analysis
Global,004db990,"formatHelper<float&\,float&\,float&\,float&\,float&>",Function,Analysis
Global,004016c8,"formatHelper<char_const(&)[37]\,char_const(&)[34]\,int>",Function,Analysis
Global,00621c80,screen_capture_tex_make,Function,Analysis
Global,003ee050,"formatHelper<int&\,unsigned_short&\,unsigned_short&\,unsigned_short&\,unsigned_int&>",Function,Analysis
Global,603778,psp_flash_pak_copy,Function,Analysis
Global,005ff03c,psp_hdr_disp,Function,Analysis
Global,0061f3ec,sound_adx_se_all_pause,Function,Analysis
Global,512860,"formatHelper<int&\,int&\,float&\,float&>",Function,Analysis
Global,0061cc60,sound_adx_bgm_load,Function,Analysis
Global,007c93fc,font_debgu_font_type_ctr,Function,Analysis
Global,005fc9f0,psp_debug_error_text_stop,Function,Analysis
Global,619640,sound_adx_visualizer_data,Function,Analysis
Global,00610cc8,font_disp_start,Function,Analysis
Global,00618f34,sort3D_priority_disp,Function,Analysis
Global,006209b8,gim_file_load,Function,Analysis
Global,005f654c,num_digit_get,Function,Analysis
Global,005ed070,AgAtomicDecrement,Function,Analysis
Global,00613b64,gmo_file_load,Function,Analysis
Global,006131dc,"formatHelper<int\,unsigned_long>",Function,Analysis
Global,0052e8d4,"formatHelper<float&\,float\,float&>",Function,Analysis
Global,006140ec,gmo_anime_stop,Function,Analysis
Global,0062c0c4,sceGmoModelDelete,Function,Analysis
Global,005ef3a8,operator+,Function,Analysis
Global,005f77a8,buller_draw,Function,Analysis
Global,005a9d24,"formatHelper<char_const(&)[50]\,int>",Function,Analysis
Global,004c1958,"formatHelper<int&\,unsigned_char&\,short&\,int&>",Function,Analysis
Global,0055e034,"formatHelper<char&\,char&>",Function,Analysis
Global,005ff118,psp_offscreen_color_get,Function,Analysis
Global,005309f0,"formatHelper<char_const(&)[21]\,char_const(&)[47]\,int>",Function,Analysis
Global,003e40fc,"formatHelper<char_const(&)[36]\,int>",Function,Analysis
Global,00603b44,psp_flash_get_tex_max,Function,Analysis
Global,005fa5d4,collision_free,Function,Analysis
Global,004dabb8,"formatHelper<float&\,float&\,float&\,float&\,float&\,float&\,float&\,float&\,float&>",Function,Analysis
Global,004db2ac,"formatHelper<float&\,float&\,float&\,float&\,float&\,float&\,float&>",Function,Analysis
Global,005f6ca0,strcomp_fast,Function,Analysis
Global,628200,"formatHelper<char_const(&)[25]\,char_const(&)[33]\,int>",Function,Analysis
Global,006177d0,touch_y,Function,Analysis
Global,006294c4,shader_init,Function,Analysis
Global,005f7418,"formatHelper<char_const(&)[10]\,char_const(&)[32]\,int>",Function,Analysis
Global,408034,"formatHelper<char_const(&)[20]\,char_const(&)[42]\,int>",Function,Analysis
Global,615288,"formatHelper<char_const(&)[9]\,char_const(&)[33]\,int>",Function,Analysis
Global,610280,font_type_change,Function,Analysis
Global,620454,tex_make,Function,Analysis
Global,629630,UTF8toUTF16,Function,Analysis
Global,629620,check_ime_finish,Function,Analysis
Global,0055e37c,"formatHelper<char_const(&)[18]\,char_const(&)[64]\,int>",Function,Analysis
Global,621424,tex_file_unload_frame,Function,Analysis
Global,0062c1a0,sceGuLight,Function,Analysis
Global,0058ec2c,"formatHelper<char_const(&)[8]\,char_const(&)[58]\,int>",Function,Analysis
Global,00629ee4,UTF16toAscii,Function,Analysis
Global,00611a4c,font_pri_get,Function,Analysis
Global,618648,poly_disp_sort_set,Function,Analysis
Global,004a1ce0,formatHelper<char*&>,Function,Analysis
Global,005f5db4,genrand_int31,Function,Analysis
Global,005b5f90,"formatHelper<char_const(&)[94]\,char_const(&)[51]\,int>",Function,Analysis
Global,0062c300,sceGmoGetProjectionAlphaType,Function,Analysis
Global,005f0894,globalGetSaveDataFileName,Function,Analysis
Global,0052e57c,"formatHelper<float&\,float&\,float\,float&>",Function,Analysis
Global,003e729c,"formatHelper<char_const(&)[19]\,char_const(&)[36]\,int>",Function,Analysis
Global,003e6264,"formatHelper<int_const&\,int_const&>",Function,Analysis
Global,003ee3b4,"formatHelper<unsigned_short&\,unsigned_short&\,unsigned_short&\,unsigned_int&>",Function,Analysis
Global,004f8208,"formatHelper<char_const(&)[10]\,char_const(&)[31]\,int>",Function,Analysis
Global,00589ec0,"formatHelper<char_const(&)[18]\,char_const(&)[60]\,int>",Function,Analysis
Global,005edacc,"formatHelper<char_const(&)[16]\,char_const(&)[61]\,int>",Function,Analysis
Global,004a1998,"formatHelper<char&\,char*&>",Function,Analysis
Global,004264c8,"formatHelper<char_const(&)[67]\,char_const(&)[51]\,int>",Function,Analysis
Global,00614c34,gmo_anime_speed_set,Function,Analysis
Global,0060c948,psp_flash_get_play_frame,Function,Analysis
Global,005aa3c4,"formatHelper<char_const(&)[24]\,char_const(&)[50]\,int>",Function,Analysis
Global,006232f8,sprite_sccisor_mask_set,Function,Analysis
Global,006015f8,file_all_load_check,Function,Analysis
Global,617490,pad_xf,Function,Analysis
Global,0062bfb8,sceGmoModelSetMemoryManager3,Function,Analysis
Global,007c77f8,font_width_get_core,Function,Analysis
Global,608560,psp_flash_sprite_change_uv,Function,Analysis
Global,609234,psp_flash_sprite_change_object_name,Function,Analysis
Global,0061e704,sound_adx_se_play,Function,Analysis
Global,0057c1e0,"formatHelper<char_const(&)[62]\,int>",Function,Analysis
Global,00538fbc,"formatHelper<char_const(&)[18]\,char_const(&)[49]\,int>",Function,Analysis
Global,617458,pad_rp2,Function,Analysis
Global,005fedf8,cmp_sce_date_time,Function,Analysis
Global,0061690c,psp_movie_capture_on,Function,Analysis
Global,005f162c,busy_screen_finish,Function,Analysis
Global,003e479c,"formatHelper<unsigned_short&\,unsigned_short&\,unsigned_short&\,unsigned_char&\,unsigned_char&>",Function,Analysis
Global,005f996c,camera_fovy_set,Function,Analysis
Global,005f9ee0,camera_3DInterface_set_pos,Function,Analysis
Global,005fc244,triangle_pos_out_get,Function,Analysis
Global,0054d4a8,"formatHelper<int&\,short&\,int&>",Function,Analysis
Global,004e5bc8,"formatHelper<char_const(&)[14]\,char_const(&)[28]\,int>",Function,Analysis
Global,00601b5c,file_open_use,Function,Analysis
Global,00610d14,font_3d_interface_set,Function,Analysis
Global,005ff108,psp_offscreen_color_get_type,Function,Analysis
Global,0061d8b8,sound_adx_voice_load,Function,Analysis
Global,005a6ae0,"formatHelper<char_const(&)[40]\,int>",Function,Analysis
Global,005ffd44,GetFilePath,Function,Analysis
Global,616054,"formatHelper<char_const(&)[2]\,char_const(&)[36]\,int>",Function,Analysis
Global,0060c890,psp_flash_tex_swap,Function,Analysis
Global,0046e1f4,"formatHelper<short&\,short&\,short&>",Function,Analysis
Global,00612a9c,font_u16_conv_to_int,Function,Analysis
Global,0048f434,"formatHelper<char_const(&)[22]\,char_const(&)[39]\,int>",Function,Analysis
Global,617830,touch_delta_y,Function,Analysis
Global,006215a8,tex_size_h_get,Function,Analysis
Global,0055a814,"formatHelper<char_const(&)[20]\,char_const(&)[66]\,int>",Function,Analysis
Global,0061d454,sound_adx_bgm_no_get,Function,Analysis
Global,005f855c,vec_roll_zxy_rv,Function,Analysis
Global,004c15f4,"formatHelper<int&\,int&\,unsigned_char&\,short&\,int&>",Function,Analysis
Global,0060cf74,psp_flash_label_name_n2_get,Function,Analysis
Global,00600a70,file_chk_use_ct,Function,Analysis
Global,006210b4,tex_get_freenum,Function,Analysis
Global,00620ee0,tex_get_uid,Function,Analysis
Global,004c0230,"formatHelper<unsigned_short_const&\,unsigned_short_const&\,unsigned_short_const&\,unsigned_char_const&\,unsigned_char_const&>",Function,Analysis
Global,006102d0,font_float_c_edit,Function,Analysis
Global,0054ef7c,"formatHelper<char_const(&)[69]\,int>",Function,Analysis
Global,603710,psp_flash_set_texno,Function,Analysis
Global,602210,psp_flash_reset,Function,Analysis
Global,007c7550,font_table_load_addr,Function,Analysis
Global,617630,touch_sw,Function,Analysis
Global,0061742c,pad_bt,Function,Analysis
Global,005f9c4c,camera_sub_set_pos,Function,Analysis
Global,003e8cc8,"formatHelper<unsigned_short&\,unsigned_int&>",Function,Analysis
Global,0062c2dc,sceGmoSetProjectionAlpha,Function,Analysis
Global,005f9c30,camera_sub_set_roll,Function,Analysis
Global,006295c4,vita_trophy_setup,Function,Analysis
Global,00621d08,screen_capture_2,Function,Analysis
Global,007bb4a8,SetBits,Function,Analysis
Global,005ffe4c,file_init,Function,Analysis
Global,0052ec24,"formatHelper<float\,float&>",Function,Analysis
Global,603138,psp_flash_addr_load_texmax,Function,Analysis
Global,005ff458,fade_off,Function,Analysis
Global,005b7a30,"formatHelper<char_const(&)[90]\,char_const(&)[51]\,int>",Function,Analysis
Global,005f81fc,vec_roll_yxz,Function,Analysis
Global,007c869c,font_sentence_draw,Function,Analysis
Global,616798,psp_movie_is_playend,Function,Analysis
Global,006274fc,set_sprite_flag,Function,Analysis
Global,610530,font_offset_pos_set,Function,Analysis
Global,005f9d7c,camera_sub_set_rot,Function,Analysis
Global,003c12f0,formatHelper<short&>,Function,Analysis
Global,005b17d4,"formatHelper<char_const(&)[23]\,char_const(&)[55]\,int>",Function,Analysis
Global,00614ccc,gmo_game_dispoff,Function,Analysis
Global,005b58e8,"formatHelper<char_const(&)[84]\,char_const(&)[51]\,int>",Function,Analysis
Global,004086d4,formatHelper<char_const(&)[34]>,Function,Analysis
Global,004d9b9c,"formatHelper<int\,unsigned_char&\,unsigned_char&\,unsigned_char&>",Function,Analysis
Global,005f1630,str_replace,Function,Analysis
Global,005febc8,dstrcat_w,Function,Analysis
Global,005b7034,"formatHelper<char_const(&)[88]\,char_const(&)[51]\,int>",Function,Analysis
Global,00604a74,psp_flash_set_pause_once,Function,Analysis
Global,004c0c34,"formatHelper<unsigned_char_const&\,unsigned_char_const&>",Function,Analysis
Global,006175e8,pad_ana_rot,Function,Analysis
Global,00613f40,gmo_load_noncopy,Function,Analysis
Global,0062c318,sceGmoGetProjectionDiscardAlpha,Function,Analysis
Global,006262cc,tex_all_copy,Function,Analysis
Global,00617fe0,poly_aabb_make,Function,Analysis
Global,00604aa0,psp_flash_set_disp_flag,Function,Analysis
Global,617610,pad_sw_clear,Function,Analysis
Global,003b76cc,dr1_hs_main_exec,Function,Analysis
Global,006108a4,font_fadeout,Function,Analysis
Global,005f5f04,rot2pos_y,Function,Analysis
Global,007c97dc,hs_font_tyouon_check,Function,Analysis
Global,409374,formatHelper<char_const(&)[14]>,Function,Analysis
Global,00603a88,psp_flash_get_label_max,Function,Analysis
Global,004ec590,"formatHelper<int&\,int\,DR2::_dr2_se_bank>",Function,Analysis
Global,0061eddc,sound_adx_se_stop_no,Function,Analysis
Global,601280,file_load_async_silent,Function,Analysis
Global,006195d8,sound_adx_play_end,Function,Analysis
Global,006196c0,sound_adx_init,Function,Analysis
Global,004ecc18,formatHelper<DR2::_dr2_se_bank>,Function,Analysis
Global,00601b88,file_ms_active_get,Function,Analysis
Global,0061c098,sound_adx_se_acb_all_change_end_check,Function,Analysis
Global,00601b98,file_ms_error_get,Function,Analysis
Global,005ff468,ReleaseFadeCapture,Function,Analysis
Global,005ecffc,_assert,Function,Analysis
Global,005ff0b8,psp_offscreen_init,Function,Analysis
Global,003b7878,dr1_hs_main_loop,Function,Analysis
Global,0062c930,sceGumScale,Function,Analysis
Global,00381f10,sceGuInit,Thunk Function,Default
Global,00381f80,gmo_tex_change,Thunk Function,Default
Global,382080,"formatHelper<char_const(&)[11]\,char_const(&)[35]\,int>",Thunk Function,Default
Global,003820f0,sound_adx_voice_pause,Thunk Function,Default
Global,382120,"formatHelper<char_const(&)[33]\,int>",Thunk Function,Default
Global,382130,"formatHelper<char_const(&)[14]\,char_const(&)[50]\,int>",Thunk Function,Default
Global,382140,pad_ana_len,Thunk Function,Default
Global,382170,formatHelper<char&>,Thunk Function,Default
Global,382280,gim_tex_offscreen,Thunk Function,Default
Global,003822a0,sound_adx_bgm_volume_set,Thunk Function,Default
Global,382330,sceGuLightColor,Thunk Function,Default
Global,382340,font_special_priority_set,Thunk Function,Default
Global,382350,ag_pad_bt,Thunk Function,Default
Global,003823f0,sound_adx_bgm_stop,Thunk Function,Default
Global,382440,touch_bt,Thunk Function,Default
Global,382450,font_multi_line_width_get,Thunk Function,Default
Global,382460,AgMain,Thunk Function,Default
Global,382500,sprite_set_f,Thunk Function,Default
Global,382590,sprite_nearest,Thunk Function,Default
Global,382600,psp_flash_3D_pos_set,Thunk Function,Default
Global,382610,psp_flash_sprite_change_label_check,Thunk Function,Default
Global,382660,"formatHelper<unsigned_char&\,unsigned_char&>",Thunk Function,Default
Global,003826d0,sound_adx_bgm_play_check,Thunk Function,Default
Global,382720,poly_uv_set,Thunk Function,Default
Global,382760,gmo_anime_loop_frame_set,Thunk Function,Default
Global,382840,gmo_file_unload_frame,Thunk Function,Default
Global,382930,psp_flash_3D_rot_set,Thunk Function,Default
Global,382950,camera_sub_set_uppos,Thunk Function,Default
Global,003829e0,sound_adx_se_play_check,Thunk Function,Default
Global,00382a20,gmo_addr_load,Thunk Function,Default
Global,00382a70,font_free,Thunk Function,Default
Global,00382ad0,sprite_set,Thunk Function,Default
Global,00382bd0,sprite_set_def,Thunk Function,Default
Global,00382c00,"formatHelper<int\,int>",Thunk Function,Default
Global,00382c90,sound_adx_voice_master_volume_set,Thunk Function,Default
Global,00382d00,__cxa_allocate_dependent_exception,Thunk Function,Default
Global,00382d20,gmo_sort_mode_set,Thunk Function,Default
Global,00382d90,"formatHelper<unsigned_short&\,unsigned_char&>",Thunk Function,Default
Global,00382db0,chk_dr2_savedata,Thunk Function,Default
Global,00382dd0,ag_pad_sw,Thunk Function,Default
Global,00382e20,"formatHelper<int&\,unsigned_char&\,unsigned_char&>",Thunk Function,Default
Global,00382e30,"formatHelper<int&\,int\,DR2::_dr2_se_bank_no_mode>",Thunk Function,Default
Global,00382f00,psp_flash_set_black_flag,Thunk Function,Default
Global,00382f50,font_sprite_hit_set,Thunk Function,Default
Global,383050,"formatHelper<char_const(&)[23]\,char_const(&)[63]\,int>",Thunk Function,Default
Global,003830b0,ag_pad_sw2,Thunk Function,Default
Global,383190,dr1_get_file_type_flash,Thunk Function,Default
Global,003831e0,file_load_end,Thunk Function,Default
Global,383240,"formatHelper<char_const(&)[68]\,int>",Thunk Function,Default
Global,003832c0,triangle_check,Thunk Function,Default
Global,383310,sound_adx_bgm_load_end_check,Thunk Function,Default
Global,383330,"formatHelper<char_const(&)[14]\,char_const(&)[54]\,int>",Thunk Function,Default
Global,383390,tex_init,Thunk Function,Default
Global,383470,overlay_disp,Thunk Function,Default
Global,003834a0,set_sprite_right_patch,Thunk Function,Default
Global,003834d0,"formatHelper<char_const(&)[23]\,char_const(&)[49]\,int>",Thunk Function,Default
Global,383580,font_shd_addr_load,Thunk Function,Default
Global,003835d0,"formatHelper<char_const(&)[23]\,char_const(&)[51]\,int>",Thunk Function,Default
Global,383600,"formatHelper<char_const(&)[54]\,int>",Thunk Function,Default
Global,383680,camera_set_pos,Thunk Function,Default
Global,383690,sprite_syncsort,Thunk Function,Default
Global,003836b0,psp_flash_sprite_change_font_disp_flag,Thunk Function,Default
Global,383710,"formatHelper<int&\,int&\,float&>",Thunk Function,Default
Global,383790,"formatHelper<char_const(&)[21]\,char_const(&)[61]\,int>",Thunk Function,Default
Global,383820,sprite_3d_group_set_nondepth,Thunk Function,Default
Global,383890,psp_flash_pak_file_load,Thunk Function,Default
Global,003838c0,"formatHelper<char_const(&)[6]\,char_const(&)[43]\,int>",Thunk Function,Default
Global,383960,font_control_reset,Thunk Function,Default
Global,00383ac0,font_is_crlf_or_eol,Thunk Function,Default
Global,00383af0,"formatHelper<char_const(&)[19]\,char_const(&)[66]\,int>",Thunk Function,Default
Global,00383c70,get_savedata_status,Thunk Function,Default
Global,00383cb0,"formatHelper<char&\,int&\,unsigned_char&>",Thunk Function,Default
Global,00383cc0,"formatHelper<int&\,unsigned_char*\,unsigned_char&>",Thunk Function,Default
Global,00383de0,psp_free,Thunk Function,Default
Global,00383e20,"formatHelper<char_const(&)[6]\,char_const(&)[36]\,int>",Thunk Function,Default
Global,00383ec0,file_async_control,Thunk Function,Default
Global,00383f60,formatHelper<DR2::_dr2_se_bank_no_system>,Thunk Function,Default
Global,00383fb0,savedata_result_ready,Thunk Function,Default
Global,384020,pad_init,Thunk Function,Default
Global,384030,camera_get_world,Thunk Function,Default
Global,384040,"formatHelper<int\,DR2::_dr2_se_bank_no_system>",Thunk Function,Default
Global,003840a0,sort3D_zview_disp,Thunk Function,Default
Global,003840e0,psp_flash_label_get_play_label,Thunk Function,Default
Global,384110,"formatHelper<float&\,float&\,float&\,float&>",Thunk Function,Default
Global,003841f0,pad_x,Thunk Function,Default
Global,384200,psp_flash_label_name_n_get,Thunk Function,Default
Global,384250,"formatHelper<char_const(&)[13]\,char_const(&)[36]\,int>",Thunk Function,Default
Global,003842c0,calc_polygonIn_line,Thunk Function,Default
Global,003843f0,"formatHelper<short&\,int&\,int&>",Thunk Function,Default
Global,384540,__cxa_free_dependent_exception,Thunk Function,Default
Global,384590,"formatHelper<int&\,int&\,int&\,int&\,int&>",Thunk Function,Default
Global,384630,overlay_disp_set,Thunk Function,Default
Global,384670,font_float_set,Thunk Function,Default
Global,003846d0,"formatHelper<char&\,unsigned_char&>",Thunk Function,Default
Global,003846e0,gmo_file_control,Thunk Function,Default
Global,384730,sceGumLoadIdentity,Thunk Function,Default
Global,384740,"formatHelper<float&\,float&\,float&\,int&>",Thunk Function,Default
Global,384750,"formatHelper<unsigned_char&\,unsigned_char&\,unsigned_char&\,float&\,short&>",Thunk Function,Default
Global,384760,"formatHelper<unsigned_short&\,unsigned_short&\,unsigned_char&>",Thunk Function,Default
Global,384800,screen_capture_wait,Thunk Function,Default
Global,384810,formatHelper<float&>,Thunk Function,Default
Global,384890,poly_color_set,Thunk Function,Default
Global,003848b0,"formatHelper<unsigned_int&\,unsigned_long_long&>",Thunk Function,Default
Global,384910,font_sprite_disp,Thunk Function,Default
Global,384920,"formatHelper<char_const(&)[32]\,char_const(&)[50]\,int>",Thunk Function,Default
Global,384980,psp_hdr_set_alpha,Thunk Function,Default
Global,003849b0,gmo_set_exception,Thunk Function,Default
Global,00384aa0,gmo_unload,Thunk Function,Default
Global,00384ab0,get_savedata_result,Thunk Function,Default
Global,00384bf0,"formatHelper<char_const(&)[47]\,int>",Thunk Function,Default
Global,00384c30,camera_3DInterface_fovy_set,Thunk Function,Default
Global,00384c40,light_init,Thunk Function,Default
Global,00384c70,"formatHelper<unsigned_char&\,short&\,short&\,short&\,short&>",Thunk Function,Default
Global,00384ca0,sound_adx_bgm_pause,Thunk Function,Default
Global,00384cb0,ag_pad_bt2,Thunk Function,Default
Global,00384ce0,"formatHelper<unsigned_short&\,int&>",Thunk Function,Default
Global,00384cf0,font_table_get,Thunk Function,Default
Global,00384d40,"formatHelper<unsigned_char&\,float\,float&\,float&\,float\,float&>",Thunk Function,Default
Global,00384d90,"formatHelper<char_const(&)[80]\,int>",Thunk Function,Default
Global,00384dc0,formatHelper<char_const(&)[41]>,Thunk Function,Default
Global,00384dd0,font_line_num_get,Thunk Function,Default
Global,00384e40,gmo_control,Thunk Function,Default
Global,00384e50,"formatHelper<unsigned_char&\,unsigned_char&\,short&\,short&\,short&\,short&>",Thunk Function,Default
Global,00384e70,"formatHelper<float&\,float&\,unsigned_char&>",Thunk Function,Default
Global,00384ee0,fog_init,Thunk Function,Default
Global,00384ef0,check_dr1_trial,Thunk Function,Default
Global,00384f10,tex_file_unload_exec,Thunk Function,Default
Global,00384f80,font_sccisor_set,Thunk Function,Default
Global,00384fc0,vita_trophy_unlock,Thunk Function,Default
Global,385050,"formatHelper<char_const(&)[89]\,char_const(&)[51]\,int>",Thunk Function,Default
Global,003850b0,psp_hdr_init,Thunk Function,Default
Global,385220,"formatHelper<int&\,unsigned_short&\,unsigned_short&\,unsigned_short&>",Thunk Function,Default
Global,385260,file_exist_check,Thunk Function,Default
Global,003852c0,psp_flash_sccisor_mask_on,Thunk Function,Default
Global,003852d0,psp_flash_3D_c_pos_set,Thunk Function,Default
Global,003852e0,"formatHelper<char_const(&)[36]\,char_const(&)[69]\,int>",Thunk Function,Default
Global,385380,"formatHelper<int&\,int&\,short&>",Thunk Function,Default
Global,385390,formatHelper<DR2::_dr2_se_bank_no_capter>,Thunk Function,Default
Global,385420,"formatHelper<int&\,float&>",Thunk Function,Default
Global,003854d0,psp_flash_pak_addr_load,Thunk Function,Default
Global,003855b0,"formatHelper<char_const(&)[28]\,char_const(&)[37]\,int>",Thunk Function,Default
Global,385670,"formatHelper<char_const(&)[30]\,char_const(&)[36]\,int>",Thunk Function,Default
Global,385790,sprite_3d_nearest,Thunk Function,Default
Global,003857d0,get_savedata_modified_time,Thunk Function,Default
Global,003857e0,psp_flash_init,Thunk Function,Default
Global,385820,"formatHelper<char_const(&)[17]\,char_const(&)[58]\,int>",Thunk Function,Default
Global,385840,psp_flash_change_texno,Thunk Function,Default
Global,385890,__cxa_get_globals_fast,Thunk Function,Default
Global,003858c0,sprite_set_rgba4,Thunk Function,Default
Global,003858e0,tex_file_unload,Thunk Function,Default
Global,385910,process_error,Thunk Function,Default
Global,385940,psp_flash_sprite_change_disp_flag,Thunk Function,Default
Global,385990,sprite_set_f_col4_center,Thunk Function,Default
Global,003859a0,"formatHelper<char_const(&)[10]\,char_const(&)[34]\,int>",Thunk Function,Default
